image_path,source,aqi,pm25,pm10,aqi_category,aqi_soft,day_night,depth_path,has_aqi,has_pm25,has_pm10,notes,aqi_bin,sample_weight,depth_available,exists
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/11236.jpg,TRAQID,61.12666667,36.676,54.0512,Satisfactory,61.12666667,Day,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/11237.jpg,TRAQID,59.55333333,35.732,52.9428,Satisfactory,59.55333333,Day,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/11238.jpg,TRAQID,59.06166667,35.437,48.933,Satisfactory,59.06166667,Day,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/11239.jpg,TRAQID,58.57,35.142,45.5426,Satisfactory,58.57,Day,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/11240.jpg,TRAQID,59.06166667,35.437,45.7708,Satisfactory,59.06166667,Day,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/11241.jpg,TRAQID,64.765,38.859,48.9656,Satisfactory,64.765,Day,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/11242.jpg,TRAQID,67.02666667,40.216,51.4106,Satisfactory,67.02666667,Day,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/11243.jpg,TRAQID,68.6,41.16,51.7366,Satisfactory,68.6,Day,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/11244.jpg,TRAQID,70.27166667,42.163,53.5622,Satisfactory,70.27166667,Day,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/11245.jpg,TRAQID,69.78,41.868,52.845,Satisfactory,69.78,Day,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/11246.jpg,TRAQID,74.205,44.523,53.823,Satisfactory,74.205,Day,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/11247.jpg,TRAQID,78.925,47.355,55.29,Satisfactory,78.925,Day,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/11248.jpg,TRAQID,82.85833333,49.715,56.92,Satisfactory,82.85833333,Day,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/11249.jpg,TRAQID,87.67666667,52.606,59.2672,Satisfactory,87.67666667,Day,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/11250.jpg,TRAQID,85.90666667,51.544,59.8866,Satisfactory,85.90666667,Day,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/151.jpg,TRAQID,75.68,45.408,56.9852,Satisfactory,75.68,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/152.jpg,TRAQID,77.05666667,46.234,58.1914,Satisfactory,77.05666667,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/153.jpg,TRAQID,78.53166667,47.119,58.6152,Satisfactory,78.53166667,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/154.jpg,TRAQID,78.82666667,47.296,59.4302,Satisfactory,78.82666667,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/155.jpg,TRAQID,77.84333333,46.706,58.713,Satisfactory,77.84333333,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/156.jpg,TRAQID,76.36833333,45.821,58.4848,Satisfactory,76.36833333,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/157.jpg,TRAQID,76.565,45.939,60.2126,Satisfactory,76.565,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/158.jpg,TRAQID,77.54833333,46.529,62.299,Satisfactory,77.54833333,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/159.jpg,TRAQID,77.84333333,46.706,62.5272,Satisfactory,77.84333333,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/160.jpg,TRAQID,78.23666667,46.942,64.5484,Satisfactory,78.23666667,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/161.jpg,TRAQID,78.72833333,47.237,65.1678,Satisfactory,78.72833333,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/162.jpg,TRAQID,78.63,47.178,66.5696,Satisfactory,78.63,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/163.jpg,TRAQID,78.335,47.001,65.3634,Satisfactory,78.335,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/164.jpg,TRAQID,77.45,46.47,62.5598,Satisfactory,77.45,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/165.jpg,TRAQID,77.54833333,46.529,62.0382,Satisfactory,77.54833333,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/166.jpg,TRAQID,77.05666667,46.234,60.7668,Satisfactory,77.05666667,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/167.jpg,TRAQID,76.565,45.939,59.1368,Satisfactory,76.565,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/168.jpg,TRAQID,75.68,45.408,58.9086,Satisfactory,75.68,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/169.jpg,TRAQID,75.385,45.231,57.8002,Satisfactory,75.385,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/170.jpg,TRAQID,75.385,45.231,55.453,Satisfactory,75.385,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/171.jpg,TRAQID,74.795,44.877,53.497,Satisfactory,74.795,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/172.jpg,TRAQID,74.5,44.7,53.5296,Satisfactory,74.5,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/173.jpg,TRAQID,74.89333333,44.936,55.29,Satisfactory,74.89333333,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/174.jpg,TRAQID,76.17166667,45.703,63.7008,Satisfactory,76.17166667,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/175.jpg,TRAQID,79.12166667,47.473,69.0146,Satisfactory,79.12166667,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/176.jpg,TRAQID,82.76,49.656,75.1108,Satisfactory,82.76,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/177.jpg,TRAQID,86.20166667,51.721,79.4466,Satisfactory,86.20166667,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/178.jpg,TRAQID,87.97166667,52.783,77.3928,Satisfactory,87.97166667,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/179.jpg,TRAQID,89.34833333,53.609,74.1328,Satisfactory,89.34833333,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/180.jpg,TRAQID,90.62666667,54.376,76.806,Satisfactory,90.62666667,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/181.jpg,TRAQID,88.26666667,52.96,77.132,Satisfactory,88.26666667,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/182.jpg,TRAQID,83.15333333,49.892,70.7098,Satisfactory,83.15333333,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/183.jpg,TRAQID,80.30166667,48.181,65.8198,Satisfactory,80.30166667,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/184.jpg,TRAQID,78.23666667,46.942,62.788,Satisfactory,78.23666667,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/185.jpg,TRAQID,74.69666667,44.818,57.1156,Satisfactory,74.69666667,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/186.jpg,TRAQID,76.36833333,45.821,58.2566,Satisfactory,76.36833333,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/187.jpg,TRAQID,77.05666667,46.234,58.2566,Satisfactory,77.05666667,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/188.jpg,TRAQID,77.94166667,46.765,57.8002,Satisfactory,77.94166667,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/189.jpg,TRAQID,77.35166667,46.411,57.1808,Satisfactory,77.35166667,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/190.jpg,TRAQID,75.975,45.585,56.757,Satisfactory,75.975,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/191.jpg,TRAQID,75.68,45.408,57.3438,Satisfactory,75.68,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/192.jpg,TRAQID,74.89333333,44.936,56.3984,Satisfactory,74.89333333,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/193.jpg,TRAQID,74.89333333,44.936,58.4522,Satisfactory,74.89333333,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/194.jpg,TRAQID,75.77833333,45.467,62.8532,Satisfactory,75.77833333,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/195.jpg,TRAQID,78.43333333,47.06,67.8084,Satisfactory,78.43333333,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/196.jpg,TRAQID,80.695,48.417,72.8614,Satisfactory,80.695,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/197.jpg,TRAQID,80.79333333,48.476,73.8394,Satisfactory,80.79333333,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/198.jpg,TRAQID,80.695,48.417,72.9266,Satisfactory,80.695,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/199.jpg,TRAQID,79.12166667,47.473,68.5582,Satisfactory,79.12166667,Night,,True,True,True,,1,0.1,False,False
/Users/nesar/VS/Image-only/data/TRAQID_sample/Images/200.jpg,TRAQID,78.335,47.001,66.4718,Satisfactory,78.335,Night,,True,True,True,,1,0.1,False,False
