image_path,source,aqi,pm25,pm10,aqi_category,aqi_soft,day_night,depth_path,has_aqi,has_pm25,has_pm10,notes,aqi_bin,sample_weight,depth_available
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BRI_Un_2023-02-02- 12.00-14.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BRI_Un_2023-02-02- 12.00-13.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BRI_Un_2023-02-02- 12.00-12.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BRI_Un_2023-02-02- 12.00-11.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BRI_Un_2023-02-02- 12.00-10.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BRI_Un_2023-02-02- 12.00-1.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-9.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-8.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-77.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-76.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-75.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-74.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-73.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-72.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-71.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-70.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-7.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-69.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-68.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-67.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-66.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-65.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-64.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-63.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-62.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-61.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-60.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-6.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-59.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-58.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-57.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-56.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-55.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-54.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-53.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-52.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-51.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-50.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-5.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-49.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-48.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-47.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-46.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-45.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-44.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-43.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-42.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-41.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-40.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-4.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-39.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-38.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-37.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-36.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-35.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-34.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-33.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-32.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-31.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-30.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-3.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-29.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-28.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-27.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-26.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-25.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-24.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-23.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-22.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-21.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-20.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-2.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-19.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-18.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-17.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-16.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-15.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-14.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-13.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
/Users/nesar/VS/Image-only/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Combined_Dataset/All_img/BIR_UNH_VF_2023-02-02- 12.00-3-12.jpg,IND_NEP,158.0,70.08,100.82,d_Unhealthy,158.0,Day,,True,True,True,nan,3,0.0090387690757773,False
