image_path,lat,lon,city,country,timestamp,aqi,pm25,pm10,temp,humidity,wind,satellite_path,news,source_dataset,orig_path
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-36_2025-11-18_16-07-22_8387363e.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-36.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-32_2025-11-18_16-07-22_d814a805.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-32.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-26_2025-11-18_16-07-22_41e2e40b.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-26.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-27_2025-11-18_16-07-22_5a020989.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-27.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-33_2025-11-18_16-07-22_1ddc1b92.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-33.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-19_2025-11-18_16-07-22_abea0579.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-19.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-25_2025-11-18_16-07-22_e7790b5d.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-25.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-31_2025-11-18_16-07-22_6ba607ee.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-31.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-30_2025-11-18_16-07-22_0422023e.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-30.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-24_2025-11-18_16-07-22_67e8c199.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-24.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-18_2025-11-18_16-07-22_aac83f3d.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-18.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-12_2025-11-18_16-07-22_cfecc3a3.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-12.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-43_2025-11-18_16-07-22_4217a48c.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-43.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-4_2025-11-18_16-07-22_422fd0fe.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-4.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-57_2025-11-18_16-07-22_390381d6.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-57.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-56_2025-11-18_16-07-22_04ae469a.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-56.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-42_2025-11-18_16-07-22_e85c383e.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-42.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-13_2025-11-18_16-07-22_8b7ed2e9.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-13.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-8_2025-11-18_16-07-22_9bad1ad5.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-8.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-39_2025-11-18_16-07-22_e2a3da55.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-39.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-11_2025-11-18_16-07-22_58fe1b9c.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-11.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-54_2025-11-18_16-07-22_e380cb86.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-54.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-40_2025-11-18_16-07-22_b39c704f.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-40.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-68_2025-11-18_16-07-22_4644d4fc.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-68.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-69_2025-11-18_16-07-22_f7c5fa6e.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-69.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-41_2025-11-18_16-07-22_4ce56858.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-41.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-55_2025-11-18_16-07-22_30b6533e.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-55.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-10_2025-11-18_16-07-22_e8461008.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-10.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-38_2025-11-18_16-07-22_76f34899.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-38.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-9_2025-11-18_16-07-22_d7fe9aee.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-9.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-14_2025-11-18_16-07-22_4e0e3830.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-14.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-28_2025-11-18_16-07-22_636380b6.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-28.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2_2025-11-18_16-07-22_62d2c734.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-51_2025-11-18_16-07-22_0df9e993.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-51.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-45_2025-11-18_16-07-22_0ca7f1dd.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-45.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-44_2025-11-18_16-07-22_d6452f7a.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-44.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-3_2025-11-18_16-07-22_177f3ce8.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-3.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-50_2025-11-18_16-07-22_629bf938.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-50.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-29_2025-11-18_16-07-22_00c2d9b0.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-29.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-15_2025-11-18_16-07-22_91a832a4.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-15.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-17_2025-11-18_16-07-22_333c272e.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-17.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-46_2025-11-18_16-07-22_7b9bf00e.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-46.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-52_2025-11-18_16-07-22_f6efc0d1.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-52.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-1_2025-11-18_16-07-22_57e8489b.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-53_2025-11-18_16-07-22_e3082469.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-53.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-47_2025-11-18_16-07-22_0e608861.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-47.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-16_2025-11-18_16-07-22_7f4b731e.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-16.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-2_2025-11-18_16-07-22_44b0cbdf.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-2.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-33_2025-11-18_16-07-22_bfe976c6.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-33.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-27_2025-11-18_16-07-22_cf805be0.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-27.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-62_2025-11-18_16-07-22_39ddef02.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-62.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-76_2025-11-18_16-07-22_cf14c335.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-76.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-77_2025-11-18_16-07-22_86856f05.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-77.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-63_2025-11-18_16-07-22_58e650fa.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-63.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-26_2025-11-18_16-07-22_628f5ec5.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-26.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-32_2025-11-18_16-07-22_0be9a0ce.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-32.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-3_2025-11-18_16-07-22_fac5650c.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-3.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-1_2025-11-18_16-07-22_a9441e55.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-1.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-18_2025-11-18_16-07-22_5758cfa9.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-18.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-24_2025-11-18_16-07-22_2e4aabc3.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-24.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-1-30_2025-11-18_16-07-22_af044eb9.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-1-30.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-75_2025-11-18_16-07-22_7b654117.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-75.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-61_2025-11-18_16-07-22_d7d88fe2.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-61.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-49_2025-11-18_16-07-22_25acf2d6.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-49.jpg
data/images/128/Dimapur_MOD_2023-02-10-08.30-2-48_2025-11-18_16-07-22_8b3df901.jpg,,,,,,100.0,,,,,,,,Dimapur,/Users/nesar/VS/airvana-litefusion/data/kaggle/Air Pollution Image Dataset/Air Pollution Image Dataset/Country_wise_Dataset/India/Dimapur/b_Moderate/Dimapur_MOD_2023-02-10-08.30-2-48.jpg
