city,state,timestamp,CO,NH3,NO2,OZONE,PM10,PM2.5,SO2,Image,Day_or_Night,aqi_label
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11217,Day,93.57666667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11218,Day,76.66333333
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11219,Day,70.37
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11220,Day,68.40333333
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11221,Day,68.01
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11222,Day,63.88
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11223,Day,63.68333333
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11224,Day,65.25666667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11225,Day,65.355
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11226,Day,63.585
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11227,Day,63.48666667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11228,Day,62.01166667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11229,Day,60.24166667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11230,Day,59.65166667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11231,Day,62.20833333
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11232,Day,62.50333333
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11233,Day,63.585
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11234,Day,63.29
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11235,Day,60.93
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11236,Day,61.12666667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11237,Day,59.55333333
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11238,Day,59.06166667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11239,Day,58.57
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11240,Day,59.06166667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11241,Day,64.765
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11242,Day,67.02666667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11243,Day,68.6
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11244,Day,70.27166667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11245,Day,69.78
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11246,Day,74.205
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11247,Day,78.925
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11248,Day,82.85833333
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11249,Day,87.67666667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,11250,Day,85.90666667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,151,Night,75.68
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,152,Night,77.05666667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,153,Night,78.53166667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,154,Night,78.82666667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,155,Night,77.84333333
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,156,Night,76.36833333
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,157,Night,76.565
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,158,Night,77.54833333
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,159,Night,77.84333333
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,160,Night,78.23666667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,161,Night,78.72833333
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,162,Night,78.63
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,163,Night,78.335
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,164,Night,77.45
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,165,Night,77.54833333
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,166,Night,77.05666667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,167,Night,76.565
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,168,Night,75.68
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,169,Night,75.385
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,170,Night,75.385
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,171,Night,74.795
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,172,Night,74.5
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,173,Night,74.89333333
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,174,Night,76.17166667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,175,Night,79.12166667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,176,Night,82.76
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,177,Night,86.20166667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,178,Night,87.97166667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,179,Night,89.34833333
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,180,Night,90.62666667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,181,Night,88.26666667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,182,Night,83.15333333
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,183,Night,80.30166667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,184,Night,78.23666667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,185,Night,74.69666667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,186,Night,76.36833333
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,187,Night,77.05666667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,188,Night,77.94166667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,189,Night,77.35166667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,190,Night,75.975
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,191,Night,75.68
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,192,Night,74.89333333
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,193,Night,74.89333333
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,194,Night,75.77833333
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,195,Night,78.43333333
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,196,Night,80.695
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,197,Night,80.79333333
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,198,Night,80.695
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,199,Night,79.12166667
Delhi,Delhi,2025-05-19 10:00:00,44.473684210526315,10.03225806451613,42.0,41.10526315789474,172.7941176470588,145.77142857142857,17.40625,200,Night,78.335
