image_path,original_path,scenario,weather_class,description,is_negative,AQI
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0040.jpg,/Users/nesar/VS/V1/blur/motion_blurred/209_SAMSUNG-GALAXY-A8_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0041.jpg,/Users/nesar/VS/V1/blur/motion_blurred/329_HONOR-7C_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0042.jpg,/Users/nesar/VS/V1/blur/motion_blurred/33_HONOR-8X_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0043.jpg,/Users/nesar/VS/V1/blur/motion_blurred/163_SAMSUNG-GALAXY-GRAND-PRIME-PLUS_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0044.jpg,/Users/nesar/VS/V1/blur/motion_blurred/343_XIAOMI-PROCOFONE-F1_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0045.JPG,/Users/nesar/VS/V1/blur/motion_blurred/286_SONY-NEX-5T_M.JPG,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0046.jpg,/Users/nesar/VS/V1/blur/motion_blurred/41_XIAOMI-PROCOFONE-F1_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0047.jpg,/Users/nesar/VS/V1/blur/motion_blurred/344_XIAOMI-PROCOFONE-F1_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0048.jpg,/Users/nesar/VS/V1/blur/motion_blurred/121_HONOR-7X_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0049.JPG,/Users/nesar/VS/V1/blur/motion_blurred/271_NIKON-D3400-18-55MM_M.JPG,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0050.jpg,/Users/nesar/VS/V1/blur/motion_blurred/91_HONOR-7X_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0051.jpg,/Users/nesar/VS/V1/blur/motion_blurred/176_HONOR-7X_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0052.JPG,/Users/nesar/VS/V1/blur/motion_blurred/170_IPHONE-8_M.JPG,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0053.jpg,/Users/nesar/VS/V1/blur/motion_blurred/25_HUAWEI-Y9_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0054.jpg,/Users/nesar/VS/V1/blur/motion_blurred/227_SAMSUNG-GALAXY-A3_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0055.jpg,/Users/nesar/VS/V1/blur/motion_blurred/83_HONOR-8X_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0056.jpg,/Users/nesar/VS/V1/blur/motion_blurred/34_HONOR-8X_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0057.jpg,/Users/nesar/VS/V1/blur/motion_blurred/241_HONOR-7X_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0058.JPG,/Users/nesar/VS/V1/blur/motion_blurred/293_NIKON-D3400-35MM_M.JPG,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0059.JPG,/Users/nesar/VS/V1/blur/motion_blurred/100_NIKON-D3400-35MM_M.JPG,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0060.jpg,/Users/nesar/VS/V1/blur/motion_blurred/224_ONEPLUS-3T_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0061.JPG,/Users/nesar/VS/V1/blur/motion_blurred/141_NIKON-D3400-18-55MM_M.JPG,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0062.JPG,/Users/nesar/VS/V1/blur/motion_blurred/281_NIKON-D3400-18-55MM_M.JPG,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0063.jpg,/Users/nesar/VS/V1/blur/motion_blurred/36_HONOR-8X_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0064.jpg,/Users/nesar/VS/V1/blur/motion_blurred/18_XIAOMI-REDMI-5-PLUS_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0065.jpg,/Users/nesar/VS/V1/blur/motion_blurred/312_ASUS-ZENFONE-LIVE-ZB501KL_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0066.jpg,/Users/nesar/VS/V1/blur/motion_blurred/71_SAMSUNG-GALAXY-A6_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0067.jpg,/Users/nesar/VS/V1/blur/motion_blurred/87_IPHONE-8-PLUS_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0068.jpg,/Users/nesar/VS/V1/blur/motion_blurred/86_HONOR-8X_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0069.jpg,/Users/nesar/VS/V1/blur/motion_blurred/61_XIAOMI-REDMI-7_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0070.jpg,/Users/nesar/VS/V1/blur/motion_blurred/45_HONOR-7X_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0071.jpg,/Users/nesar/VS/V1/blur/motion_blurred/22_HUAWEI-Y9_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0072.jpeg,/Users/nesar/VS/V1/blur/motion_blurred/193_IPHONE-7_M.jpeg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0073.JPG,/Users/nesar/VS/V1/blur/motion_blurred/147_NIKON-D3400-35MM_M.JPG,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0074.JPG,/Users/nesar/VS/V1/blur/motion_blurred/129_NIKON-D3400-18-55MM_M.JPG,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0075.jpg,/Users/nesar/VS/V1/blur/motion_blurred/183_XIAOMI-REDMI-7_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0076.JPG,/Users/nesar/VS/V1/blur/motion_blurred/282_SONY-NEX-5T_M.JPG,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0077.jpg,/Users/nesar/VS/V1/blur/motion_blurred/167_HONOR-7X_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0078.JPG,/Users/nesar/VS/V1/blur/motion_blurred/152_NIKON-D3400-18-55MM_M.JPG,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0079.jpg,/Users/nesar/VS/V1/blur/motion_blurred/28_HONOR-8X_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0080.jpg,/Users/nesar/VS/V1/blur/motion_blurred/29_HONOR-7X_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0081.jpg,/Users/nesar/VS/V1/blur/motion_blurred/220_IPHONE-6_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0082.JPG,/Users/nesar/VS/V1/blur/motion_blurred/270_NIKON-D3400-18-55MM_M.JPG,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0083.jpg,/Users/nesar/VS/V1/blur/motion_blurred/59_IPHONE-6S_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0084.jpg,/Users/nesar/VS/V1/blur/motion_blurred/38_HONOR-8X_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0085.jpg,/Users/nesar/VS/V1/blur/motion_blurred/349_IPHONE-SE_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0086.jpg,/Users/nesar/VS/V1/blur/motion_blurred/223_HONOR-4C_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0087.jpg,/Users/nesar/VS/V1/blur/motion_blurred/6_HUAWEI-MATE20_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0088.jpeg,/Users/nesar/VS/V1/blur/motion_blurred/127_IPHONE-8_M.jpeg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0089.jpeg,/Users/nesar/VS/V1/blur/motion_blurred/248_IPHONE-7_M.jpeg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0090.jpeg,/Users/nesar/VS/V1/blur/motion_blurred/264_IPHONE-7_M.jpeg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0091.jpg,/Users/nesar/VS/V1/blur/motion_blurred/326_XIAOMI-PROCOFONE-F1_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0092.jpg,/Users/nesar/VS/V1/blur/motion_blurred/140_SAMSUNG-GALAXY-J5_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0093.jpg,/Users/nesar/VS/V1/blur/motion_blurred/70_HONOR-8X_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0094.JPG,/Users/nesar/VS/V1/blur/motion_blurred/159_NIKON-D3400-35MM_M.JPG,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0095.JPG,/Users/nesar/VS/V1/blur/motion_blurred/284_SONY-NEX-5T_M.JPG,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0096.JPG,/Users/nesar/VS/V1/blur/motion_blurred/125_NIKON-D3400-35MM_M.JPG,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0097.jpg,/Users/nesar/VS/V1/blur/motion_blurred/189_HONOR-7X_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0098.jpg,/Users/nesar/VS/V1/blur/motion_blurred/240_HONOR-7X_M.jpg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/motion_blur/motion_blur_0099.jpeg,/Users/nesar/VS/V1/blur/motion_blurred/242_IPHONE-6S_M.jpeg,motion_blur,6,Camera motion blur,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0000.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a1694-CRW_0172_P1.5.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0001.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a2677-KE_-2160_N1.5.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0002.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a1186-IMG_5553_0.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0003.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a0007-IMG_2480_0.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0004.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a0782-IMG_4498_P1.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0005.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a4087-NKIM_MG_6395_P1.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0006.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a2813-KE_-2418_0.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0007.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a2796-_I2E6925_N1.5.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0008.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a0853-20070923_073247__MG_9686_P1.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0009.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a3135-jn_20080802_0023_N1.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0010.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a0651-dgw_129_P1.5.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0011.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a4113-IMG_2800_P1.5.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0012.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a0269-JI2E4569_N1.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0013.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a1460-050801_074700__I2E5490_0.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0014.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a4276-_MG_9356_0.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0015.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a4230-Duggan_090426_7798_N1.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0016.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a3789-_DSC5595_P1.5.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0017.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a3135-jn_20080802_0023_0.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0018.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a1292-_DSC0177_0.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0019.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a1235-Ja_Pe-26_N1.5.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0020.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a1694-CRW_0172_0.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0021.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a2363-07-11-19-at-14h03m38s-_MG_5078_P1.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0022.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a1182-_DSC0063_0.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0023.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a3933-IMG_5822_P1.5.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0024.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a2923-20060619_195834__MG_9248_0.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0025.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a3853-Ja_Pe-78_N1.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0026.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a0811-20051224_165428__MG_0953_P1.5.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0027.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a2767-kme_567_N1.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0028.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a1487-20081226_at_16h52m49__MG_3920_N1.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0029.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a4121-07-11-22-at-06h50m14s-_MG_6000_P1.5.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0030.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a1794-_DSC0132_N1.JPG,overexposure,7,Overexposed/glare,True,
/Users/nesar/VS/V1/negative_examples/overexposure/overexposure_0031.JPG,/Users/nesar/VS/V1/Exposure_Errors_Dataset/INPUT_IMAGES/a1739-WP_DSC_0012_P1.5.JPG,overexposure,7,Overexposed/glare,True,
